Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:2BHj31ufdEqVK5CkYDp9mA,"Mayonaka no Door / Stay With Me","Miki Matsubara Best Collection","Miki Matsubara",2008,312293,13,false,31obk3g3hqkzzzbcgy6uonvv4zfu,2025-06-22T20:53:14Z,"city pop,j-pop","PONY CANYON INC.",0.658,0.747,5,-6.615,1,0.0431,0.176,0.00000849,0.0789,0.792,108.259,4
spotify:track:5iJfzXKvQXlYOBtEQhEmpA,"Tokyo Drift (Fast & Furious) - From ""The Fast And The Furious: Tokyo Drift"" Soundtrack","The Fast And The Furious: Tokyo Drift (Original Motion Picture Soundtrack)","Teriyaki Boyz",2006-06-20,255173,74,false,31obk3g3hqkzzzbcgy6uonvv4zfu,2025-06-22T20:53:39Z,"","Universal (MT)",0.761,0.892,6,-5.354,1,0.133,0.178,0.0000419,0.0712,0.935,127.04,4
spotify:track:3khEEPRyBeOUabbmOPJzAG,"KICK BACK","KICK BACK","Kenshi Yonezu",2022-10-12,193495,76,false,31obk3g3hqkzzzbcgy6uonvv4zfu,2025-06-22T20:54:20Z,"j-pop,anime,j-rock","Sony Music Labels Inc.",0.577,0.941,1,-5.17,1,0.105,0.00207,0.00000336,0.0891,0.292,101.921,4
spotify:track:0o9zmvc5f3EFApU52PPIyW,"Shinunoga E-Wa","HELP EVER HURT NEVER","Fujii Kaze",2020-05-20,185573,79,false,31obk3g3hqkzzzbcgy6uonvv4zfu,2025-06-22T20:55:06Z,"j-pop","Universal Music LLC",0.6,0.76,6,-6.124,0,0.0452,0.166,0.0000409,0.189,0.519,158.078,4
spotify:track:7LnqqVs54qBnb22Kp7pUR9,"桜 （Original Artist : FUNKY MONKEY BABYS）","Letters from Spring ～桜からのメッセージ～","Moonlight Jazz Blue",2017-03-25,286680,3,false,31obk3g3hqkzzzbcgy6uonvv4zfu,2025-06-22T20:59:21Z,"","electric sheep",0.459,0.0887,11,-16.647,1,0.0448,0.984,0.909,0.11,0.204,103.57,4
spotify:track:7vgvfXICUyLXzgtGBP5Y6Z,"ありがとう","Drunk Monkeys","Takuya Ohashi",2008-07-02,298666,39,false,31obk3g3hqkzzzbcgy6uonvv4zfu,2025-06-22T21:00:10Z,"j-pop","Universal Music LLC",0.618,0.425,0,-7.228,1,0.0289,0.499,0,0.152,0.327,143.962,4
spotify:track:6CVPtGUN0KJd2VYTKxIXR6,"涙そうそう","南風","Rimi Natsukawa",2002-03-21,258373,58,false,31obk3g3hqkzzzbcgy6uonvv4zfu,2025-06-22T21:00:53Z,"enka,kayōkyoku,j-pop","amelos",0.601,0.4,5,-7.081,1,0.0242,0.537,0.00000107,0.212,0.367,75.974,4
spotify:track:6Zyizxfz4NXdCgVLwhuBNw,"雪の華","LOVE","Mika Nakashima",2003,341973,60,false,31obk3g3hqkzzzbcgy6uonvv4zfu,2025-06-22T21:01:54Z,"j-pop,anime,j-r&b","Sony Music Labels Inc.",0.452,0.293,11,-7.24,1,0.0283,0.74,0,0.153,0.149,143.451,4
spotify:track:0PmVy4A82zs0eDMhUwwiXy,"銀の龍の背に乗って","Communication","Ryota Kaizo",2019-01-23,358533,35,false,31obk3g3hqkzzzbcgy6uonvv4zfu,2025-06-22T21:03:11Z,"enka,j-pop,kayōkyoku","日本クラウン株式会社",0.687,0.352,2,-6.957,1,0.032,0.745,0,0.105,0.223,81.993,4
spotify:track:6X9acCRTbdz52JGbWxtqDJ,"幸せ","歌手生活35周年記念 小林幸子ツイン･パック／雨月（つき）伝説","Sachiko Kobayashi",1998-08-01,296640,30,false,31obk3g3hqkzzzbcgy6uonvv4zfu,2025-06-22T21:08:00Z,"enka,kayōkyoku","Nippon Columbia Co., Ltd./NIPPONOPHONE",0.467,0.443,8,-10.059,1,0.0359,0.736,0,0.0958,0.304,151.96,4
spotify:track:66EwMXU46CrvwL6BLLI07S,"サマーブリーズにのって","BEST WiSHES","I WiSH",2003,319133,24,false,31obk3g3hqkzzzbcgy6uonvv4zfu,2025-06-22T21:15:12Z,"j-pop","Sony Music Direct (Japan) Inc.",0.686,0.793,2,-5.933,0,0.0292,0.154,0.0000291,0.449,0.589,118.097,4
spotify:track:1PorbjbOLFQDlKIWeCjOr0,"願い〜あの頃のキミへ〜","願い〜あの頃のキミへ〜","MIREI",2017-07-03,339133,51,false,31obk3g3hqkzzzbcgy6uonvv4zfu,2025-06-22T21:19:01Z,"j-r&b,j-pop","Sony Music Labels Inc.",0.529,0.638,2,-4.909,1,0.0675,0.342,0,0.302,0.285,169.145,4
spotify:track:4A3G4Chh8DTJftwJEf5tOp,"Butter-Fly （デジモンアドベンチャー全話OP）","熱烈！アニソン魂 THE BEST カバー楽曲集 TVアニメシリーズ「デジモンシリーズ」 vol.1","Sho Oosawa",2015-05-15,257950,58,false,31obk3g3hqkzzzbcgy6uonvv4zfu,2025-06-22T21:22:48Z,"anime","fyto inc.",0.472,0.907,2,-4.545,1,0.0546,0.00116,0,0.0645,0.441,164.994,4
spotify:track:2NOIV90vZjJEzbKiJyGZiS,"僕が死のうと思ったのは","DEARS","Mika Nakashima",2014-11-05,382853,52,false,31obk3g3hqkzzzbcgy6uonvv4zfu,2025-06-22T21:22:57Z,"j-pop,anime,j-r&b","Sony Music Labels Inc.",0.543,0.578,8,-6.898,1,0.0278,0.0648,0.0000111,0.0896,0.384,168.042,4
spotify:track:7EJmiLMTRzBTad6ak393V8,"PLANET","PLANET","ロン・モンロウ",2018-06-20,246633,44,false,31obk3g3hqkzzzbcgy6uonvv4zfu,2025-06-22T21:24:53Z,"","rhythm zone",0.765,0.791,2,-3.396,1,0.0251,0.0298,0,0.135,0.592,105.977,4
spotify:track:1I6uKSVVYyFq5qaSa6W7Pp,"aLIEz","A/Z|aLIEz","SawanoHiroyuki[nZk];mizuki",2014-09-10,268480,49,false,31obk3g3hqkzzzbcgy6uonvv4zfu,2025-06-22T21:25:29Z,"anime,j-pop,j-rock","Sony Music Labels Inc.",0.651,0.912,4,-5.344,0,0.0568,0.0076,0.0000188,0.111,0.653,99,4
spotify:track:3iSJKB4yhf5nR6grmkP9VO,"極楽浄土","Violet Cry","GARNiDELiA",2016-12-14,218920,53,false,31obk3g3hqkzzzbcgy6uonvv4zfu,2025-06-22T21:26:23Z,"anime,j-pop,j-rock","Sony Music Labels Inc.",0.623,0.973,6,-4.307,0,0.056,0.00304,0.0344,0.315,0.706,131.014,4
spotify:track:7JyF9j6r37HP2MKnTWmNoi,"only my railgun","only my railgun","fripSide",2009-11-04,257093,52,false,31obk3g3hqkzzzbcgy6uonvv4zfu,2025-06-22T21:27:04Z,"anime,j-pop","NBCUniversal Entertainment",0.569,0.998,6,-1.135,1,0.162,0.244,0.359,0.295,0.334,143.062,4
